250 -3.77047152
300 -3.77556226
350 -3.77840725
400 -3.77906747
450 -3.77942618
500 -3.77946861
550 -3.77949116
600 -3.77954467
650 -3.77960314
700 -3.77963477
750 -3.77964682
800 -3.77965478
850 -3.77966389
900 -3.77967584
