1.05 145.92692758 11
1.55 104.25795727 6
2.05 69.32407997 5
2.55 48.37700989 4
3.05 34.62749688 4
3.55 25.14916017 4
4.05 18.43435011 4
4.55 13.52926247 4
5.05 9.86081683 4
5.55 7.06448775 4
6.05 4.89713545 4
6.55 3.19391863 4
7.05 1.84038864 4
7.55 0.75504479 4
8.05 -0.12142223 4
8.55 -0.83325476 4
9.05 -1.41369160 4
